Date,ALRS.ME,VTBR.ME,GAZP.ME,GAZA.ME,LNTA.ME,NVTK.ME,SBER.ME,SNGS.ME,TATN.ME,YNDX.ME
2016-08-25,49.02592086791992,0.06005570665001869,104.16297149658203,450.0,,637.8531494140625,109.3586654663086,26.906421661376953,232.45404052734375,1444.5
2016-08-26,47.465415954589844,0.05969982221722603,104.76293182373047,450.0,,646.3422241210938,111.20377349853516,27.599016189575195,233.91802978515625,1447.0
2016-08-29,48.01809310913086,0.05994894355535507,104.76293182373047,450.0,,634.9322509765625,109.9022445678711,27.886077880859375,232.9897003173828,1440.0
2016-08-30,49.16246795654297,0.06067850440740585,104.29373168945312,450.0,,635.0236206054688,109.61896514892578,27.79494857788086,232.48973083496094,1437.5
2016-08-31,48.960906982421875,0.060936518013477325,103.80144500732422,450.0,,625.16552734375,109.86396026611328,28.423751831054688,226.91941833496094,1428.0
2016-09-01,49.220985412597656,0.06245793402194977,103.83222961425781,451.0,,619.0498657226562,110.43816375732422,28.565004348754883,230.5615997314453,1464.0
2016-09-02,49.76066207885742,0.0656164139509201,104.26296997070312,453.0,,631.1898193359375,112.45171356201172,28.359960556030273,229.2404022216797,1463.0
2016-09-05,50.683956146240234,0.0657498762011528,104.6475601196289,463.0,,618.7760620117188,114.45757293701172,28.305280685424805,233.168212890625,1455.5
2016-09-06,52.829654693603516,0.06606128066778183,108.7626953125,464.0,,620.7840576171875,115.33035278320312,28.45108985900879,233.98948669433594,1441.0
2016-09-07,52.257469177246094,0.06712893396615982,110.054931640625,450.0,,620.9667358398438,118.15544128417969,28.24604606628418,236.56040954589844,1418.0
2016-09-08,52.23146438598633,0.0679563656449318,108.80115509033203,453.0,,619.9625854492188,117.48170471191406,28.551334381103516,235.52487182617188,1409.0
2016-09-09,53.603416442871094,0.06828556209802628,106.56282806396484,443.0,,618.7760620117188,116.06535339355469,28.52399444580078,229.09762573242188,1370.0
2016-09-12,52.52405548095703,0.06672856956720352,106.86280822753906,433.0,,610.926025390625,115.93519592285156,28.669803619384766,227.9906463623047,1350.0
2016-09-13,52.75813674926758,0.06632819026708603,106.49359893798828,433.0,,596.8692016601562,114.68727111816406,28.637908935546875,227.3836212158203,1326.0
2016-09-14,54.617733001708984,0.0662837103009224,107.18586730957031,431.0,,594.5872802734375,115.49879455566406,28.601457595825195,224.02719116210938,1321.5
2016-09-15,54.88432312011719,0.06637267768383026,105.83979797363281,426.0,,603.076171875,114.18196105957031,28.692588806152344,227.27651977539062,1319.5
2016-09-16,55.06639099121094,0.06672856956720352,104.97061157226562,439.0,,607.4574584960938,112.54356384277344,28.059226989746094,226.16957092285156,1335.0
2016-09-19,56.080711364746094,0.0662837103009224,105.06291961669922,435.0,,600.976806640625,113.81448364257812,27.922531127929688,231.34715270996094,1341.0
2016-09-20,56.308284759521484,0.0662837103009224,105.37828826904297,443.0,,583.3599853515625,114.30445861816406,28.06833839416504,231.63282775878906,1341.0
2016-09-21,55.64507293701172,0.06647054105997086,104.8013916015625,450.0,,587.1936645507812,115.35334014892578,28.341732025146484,227.4193572998047,1348.5
2016-09-22,56.37331008911133,0.06748481839895248,105.14752197265625,454.0,,603.3499145507812,118.04058074951172,28.359960556030273,230.2759246826172,1401.0
2016-09-23,57.84928512573242,0.066986583173275,105.14752197265625,456.0,,607.0011596679688,115.98878479003906,28.16402816772461,230.84725952148438,1398.5
2016-09-26,58.51250076293945,0.06655061990022659,104.03990173339844,450.0,,604.6279907226562,114.15133666992188,27.927087783813477,227.9192657470703,1370.0
2016-09-27,56.56836700439453,0.06494913250207901,103.00920104980469,437.0,,605.90576171875,112.9493408203125,27.430423736572266,226.24099731445312,1353.0
2016-09-28,56.04820251464844,0.06470001488924026,103.13995361328125,425.0,,612.021484375,112.68136596679688,27.64457893371582,228.169189453125,1355.0
2016-09-29,56.43833541870117,0.06521604210138321,104.07835388183594,425.0,,619.32373046875,113.66901397705078,27.876964569091797,232.7040252685547,1353.0
2016-09-30,56.308284759521484,0.06414839625358582,103.76298522949219,426.0,,622.974853515625,111.27267456054688,27.9863224029541,228.70480346679688,1341.0
2016-10-03,56.37331008911133,0.0639081597328186,104.12451171875,433.0,,615.2162475585938,113.97525024414062,27.302841186523438,228.990478515625,1356.0
2016-10-04,57.608707427978516,0.06357008218765259,104.7860107421875,430.0,,614.8509521484375,113.38573455810547,26.683149337768555,231.70423889160156,1346.0
2016-10-05,57.608707427978516,0.0623689629137516,103.68608856201172,436.0,,610.6522216796875,113.2708969116211,26.58746337890625,232.88255310058594,1371.0
2016-10-06,60.13153076171875,0.062413446605205536,104.53218078613281,432.0,,608.82666015625,113.99820709228516,26.75149917602539,233.41818237304688,1376.5
2016-10-07,61.31491470336914,0.062440142035484314,104.68601989746094,435.0,503.5,621.7391967773438,113.87572479248047,26.774280548095703,233.41818237304688,1367.0
2016-10-10,59.52683639526367,0.06295617669820786,106.99357604980469,430.0,508.5,622.108154296875,115.81269836425781,26.883638381958008,232.7040252685547,1352.5
2016-10-11,59.708885192871094,0.06245793402194977,106.9012680053711,440.0,508.5,628.3799438476562,115.83565521240234,26.564678192138672,234.20370483398438,1350.5
2016-10-12,58.850616455078125,0.06147924065589905,106.2013168334961,452.0,507.5,624.4140014648438,114.22789001464844,26.519115447998047,233.45384216308594,1290.0
2016-10-13,56.57487106323242,0.061114467680454254,105.73979949951172,441.0,508.0,626.2586059570312,111.84687805175781,26.377859115600586,236.09620666503906,1231.0
2016-10-14,56.55537033081055,0.06032261997461319,104.76293182373047,449.0,510.0,624.8751220703125,112.33685302734375,26.359636306762695,234.59649658203125,1212.0
2016-10-17,57.407142639160156,0.06010909378528595,104.27835845947266,438.0,506.0,613.6227416992188,112.13014221191406,25.726274490356445,234.98928833007812,1186.0
2016-10-18,56.82845687866211,0.060545049607753754,104.46295166015625,438.0,506.0,618.9721069335938,113.11012268066406,25.475664138793945,238.3814697265625,1228.5
